,weeks,Araria,Aurangabad,Banka,Begusarai,Bhagalpur,Bhojpur,Buxar,Darbhanga,Gaya,Gopalganj,Jamui,Kaimur (bhabua),Katihar,Khagaria,Kishanganj,Lakhisarai,Madhepura,Madhubani,Munger,Muzaffarpur,Nalanda,Nawada,Pashchim Champaran,Patna,Purba Champaran,Purnia,Rohtas,Saharsa,Samastipur,Saran (chhapra),Sheikhpura,Sheohar,Sitamarhi,Siwan,Supaul,Vaishali,Arwal,Jehanabad
44,1979-11-11,303.51636,304.5153,303.22144,303.95386,303.45142,303.92065,303.75513,304.47046,304.57108,303.87573,303.328,304.3093,303.35043,303.80493,303.3943,303.76328,303.76575,303.73004,303.42505,304.33032,303.92114,303.9729,302.99658,303.86118,303.55304,303.67065,303.8145,304.08798,304.47827,304.16772,303.96313,303.73706,303.5319,304.2792,303.57852,304.1505,304.23145,304.20215
45,1979-11-18,302.82837,303.90854,302.72412,303.57202,302.85556,303.68393,303.79102,303.7976,304.06958,303.4275,302.79126,304.27286,302.89624,303.34277,302.7898,303.28622,303.1753,303.1054,302.89038,303.68726,303.48767,303.57495,302.1073,303.48672,302.81842,302.96622,303.68222,303.54306,303.86353,303.7453,303.4314,302.9558,302.78198,303.82495,302.98184,303.58502,303.87598,303.81738
46,1979-11-25,302.44434,304.58887,303.938,303.94043,303.60904,303.93945,304.04004,303.43164,304.7541,303.51172,304.17188,304.56503,303.27402,303.63867,302.00537,304.19238,303.24902,302.6053,303.81152,303.57764,304.40723,304.4619,302.05972,304.11557,302.88348,303.00748,304.12384,303.37857,303.74268,304.04474,304.34668,302.9392,302.4691,304.00586,302.4684,304.03784,304.2334,304.40723
47,1979-12-02,302.38208,304.50302,304.2439,304.75073,304.51343,305.08243,305.27417,304.69995,304.53412,304.41138,303.93335,304.3816,303.69232,304.7312,301.95093,304.60132,304.28833,303.40326,304.3308,304.62476,305.24292,304.80185,302.85352,305.031,303.85678,303.41187,304.6232,304.61694,304.82837,305.1978,305.07007,304.04468,303.3409,305.22372,302.85977,304.88843,305.25952,305.3357
48,1979-12-09,299.71875,297.37173,297.14062,298.0044,297.76807,297.49707,297.4541,298.94385,297.30356,297.92065,296.69092,297.3436,298.6341,298.23486,299.53662,297.41324,298.98877,299.25165,297.27197,298.3457,297.68042,297.2596,298.34705,297.70444,298.64975,299.24594,297.34668,298.84164,298.25732,297.775,297.74463,298.8452,298.92838,297.69272,299.76553,297.83594,297.6079,297.7251
49,1979-12-16,299.50537,298.51123,297.573,298.35767,297.93692,297.92007,297.85596,299.2666,298.36456,298.01318,297.5476,298.26865,298.69873,298.42334,299.17432,298.07544,299.27393,299.63348,297.82642,298.5866,298.0492,298.011,297.90454,297.98837,298.61102,299.19614,298.10016,299.18115,298.55597,297.91522,298.1089,298.93115,298.98584,297.88217,299.7723,298.07983,298.19482,298.21436
50,1979-12-23,296.39838,296.39893,295.75916,296.72754,296.01758,296.25146,296.15918,297.18005,296.34116,296.03003,295.67444,295.98917,296.06427,296.59863,296.04053,296.30762,296.6626,296.9398,296.02832,296.69092,296.5371,296.2267,295.64026,296.44693,296.49982,296.30136,296.18182,296.8597,296.81348,296.2791,296.6787,296.83447,296.7518,296.10938,296.7438,296.46973,296.51025,296.58643
51,1979-12-30,297.91034,299.02847,297.30103,297.68286,297.2538,297.81284,297.61902,297.98242,298.7106,297.3191,297.3152,298.7391,297.4012,297.56372,297.77844,297.53183,297.82568,298.07965,297.32935,297.8064,297.96704,297.98877,296.71472,297.69327,297.58374,297.69815,298.65674,297.72617,297.79077,297.53482,297.78442,297.73364,297.55835,297.33585,298.1765,297.67456,298.21533,298.2102
52,1980-01-06,298.30347,296.33618,296.66235,297.35132,297.21558,296.33472,295.74036,297.96313,296.85776,296.0431,296.61035,296.07568,297.71597,297.48218,298.04272,296.93692,298.20142,298.26556,296.823,297.20776,297.04956,296.83115,296.33575,297.00204,297.02338,298.0795,295.9725,298.02222,297.6067,296.5761,297.18628,297.40112,297.65503,295.82193,298.48837,297.08813,296.698,296.96167
53,1980-01-13,297.63184,297.3986,296.44165,296.85767,296.20303,296.94223,296.90283,297.77136,297.1921,297.1267,296.98364,297.6818,296.39874,296.62524,297.91943,296.80103,297.167,297.8659,296.531,297.89282,296.82947,296.86612,297.47095,296.86978,298.04224,297.0568,297.32568,297.08023,297.28442,297.23016,296.82935,298.30396,298.19067,297.17505,297.92856,297.19067,297.0913,297.03857
54,1980-01-20,297.98206,300.16513,298.59045,298.94482,298.3143,299.24307,299.28394,299.7256,300.0761,298.8097,299.11,300.0958,297.90186,298.7495,297.9431,298.93442,298.7202,299.1962,298.69934,299.66992,299.3335,299.40918,298.77316,299.08383,299.36026,298.04648,299.8189,298.95752,299.333,299.12494,299.1294,299.63916,299.5923,298.98087,298.4647,299.22266,299.53687,299.48682
55,1980-01-27,298.56866,301.52628,298.94507,299.38574,298.3693,300.1747,300.34595,300.00293,301.42487,299.5166,299.69556,301.75937,298.10385,298.86816,298.52356,299.26636,298.90088,299.54745,298.9928,300.2002,299.87817,300.24634,299.35815,299.56128,299.86542,298.4668,300.89166,299.0934,299.8169,299.73022,299.43457,300.1338,299.85513,299.67236,298.9524,299.77637,300.58228,300.39478
56,1980-02-03,300.99023,301.7863,300.79395,301.08154,300.65738,301.29346,301.31396,301.56592,301.7286,301.13867,300.8213,301.15738,300.32196,300.8501,300.2362,301.03174,300.93213,301.43057,300.8081,301.59668,301.45947,301.423,300.6604,301.1854,301.14227,300.55908,301.36026,301.119,301.36816,301.48212,301.35596,301.31104,301.369,301.34293,301.31494,301.38623,301.5337,301.55908
57,1980-02-10,300.10034,300.12305,299.78076,299.82617,299.49023,299.67514,300.02344,300.6416,299.4124,299.46362,300.1504,300.31772,299.33438,299.80664,300.32153,300.01694,300.0298,300.70712,299.9121,300.8418,299.4419,299.96094,300.24683,299.61783,300.92618,299.53458,299.77832,300.1276,300.1538,299.79825,299.88672,301.08008,301.16992,299.33365,300.51968,300.23633,299.75586,299.63086
58,1980-02-17,301.8518,302.65878,302.10962,302.1897,302.1464,302.07217,301.6682,302.93677,302.76373,302.13354,302.4109,301.80527,302.05902,302.19946,301.76855,302.53964,302.4602,302.7399,302.31665,302.96265,302.1477,302.6783,302.29196,302.04086,302.7645,302.05136,301.78754,302.49472,302.33618,302.17383,302.2063,303.1399,303.02856,302.05136,302.35864,302.31165,302.57935,302.6223
59,1980-02-24,305.3667,305.13583,304.57434,305.05383,304.82162,305.0315,304.7395,305.96533,305.0999,304.83716,304.87134,304.8191,304.90546,305.23535,304.3047,304.87915,305.6001,306.05624,304.8391,305.8308,305.24048,305.1415,304.458,305.15585,305.33414,305.17773,304.71967,305.67447,305.53406,305.3764,305.04712,305.63843,305.76416,305.07837,305.64322,305.49426,305.31665,305.4026
60,1980-03-02,303.9182,307.12656,304.30933,304.59888,304.01196,305.47485,305.66333,304.48315,306.68793,303.6223,305.17944,307.02304,303.87018,304.39185,303.76685,304.8759,304.11792,304.72565,304.7649,304.20532,305.17993,305.67603,304.96313,304.84073,304.6194,303.8785,306.39673,304.40845,304.70386,304.4151,304.67017,304.41235,304.84595,303.78214,304.21964,304.81226,305.9651,305.82837
61,1980-03-09,305.71387,306.15,305.16315,305.08887,305.28452,304.93448,304.7307,305.01123,306.1852,302.6433,305.38696,306.26718,305.09296,305.31836,305.67676,305.06454,305.39453,305.07697,305.0088,304.15826,304.9651,305.7307,302.8933,304.70914,303.6328,305.3685,305.51978,305.0892,304.93555,303.71783,304.9922,304.04102,304.5306,303.0061,305.56314,304.44794,305.26587,305.17407
62,1980-03-16,307.64697,308.08463,307.0298,307.917,307.42188,307.95572,307.63574,308.26465,307.8457,307.53174,307.1543,307.3356,307.26797,307.8379,307.1582,307.64584,307.83008,307.73868,307.39648,308.17773,308.1582,307.99673,306.96118,308.0267,307.57968,307.39194,307.71133,307.81055,308.1704,307.95978,308.01758,307.91016,307.77084,307.806,307.53384,308.05957,308.17578,308.29492
