,weeks,Araria,Aurangabad,Banka,Begusarai,Bhagalpur,Bhojpur,Buxar,Darbhanga,Gaya,Gopalganj,Jamui,Kaimur (bhabua),Katihar,Khagaria,Kishanganj,Lakhisarai,Madhepura,Madhubani,Munger,Muzaffarpur,Nalanda,Nawada,Pashchim Champaran,Patna,Purba Champaran,Purnia,Rohtas,Saharsa,Samastipur,Saran (chhapra),Sheikhpura,Sheohar,Sitamarhi,Siwan,Supaul,Vaishali,Arwal,Jehanabad
0,1979-01-07,0.0,0.0,0.0,0.0083294510841369,0.0,0.0,0.0,0.0,0.0297871989863259,0.0,0.1310517617634364,0.0,0.0,0.0,0.0,0.1174049423564048,0.0,0.0,0.1044475606509617,0.4357212888342993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396699286997318,0.0,0.0262064039707183,0.0,0.0,0.0,0.0,0.2619627533214433,0.0,0.0
1,1979-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0626105951411383,0.0,0.3494713647024972,0.0,0.0,0.0,0.0,0.3084122417938141,0.0,0.0,0.2785268170492989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1979-01-21,0.1517830001456397,0.8159472047691307,2.829777751650129,0.6357489739145552,1.1530098574502128,2.114284572147188,1.2328003432069503,0.3543979057243892,1.7772715008684563,0.3724631794861385,1.7559799275227954,3.4757639691233635,0.510274242077555,0.5470613581793649,0.0,2.2859853222256614,0.0266037732362747,0.4110700419970922,1.1894265242985316,0.940844537956374,2.7566831686667035,3.542124075548989,0.0,0.6981207444554283,0.0671467423439025,0.0944765657186508,2.9678547616515845,0.8217074573040009,0.4271092382924897,2.0612380117177964,1.4443283081054688,0.59233672278268,0.2286343347458612,1.998825977245967,0.1225150071439288,0.7478742067302977,2.525793211800712,2.836974552699498
3,1979-01-28,0.1802029481955936,1.1515017794592983,0.0,0.0,0.0,0.0056649826112247,0.4831599848611014,0.0,0.5947670915297099,0.0962270413126264,0.2322263930525098,0.6014052232106527,0.046897280216217,0.0168085662381989,0.0,0.0,0.1415818317660263,0.0,0.0,0.0,0.0,0.4344257173084078,0.0362748309437717,1.9303855101267495,0.4523556436811174,0.0,0.8398911263261523,0.0850222167514619,0.0174817826066698,0.159157589503697,0.0,0.0,0.0,0.0,0.0230292067641303,0.0,0.1927047286714826,0.0
4,1979-02-04,0.4898458793759346,0.2790113130495661,2.4293999395200183,0.8548812387245042,1.1842172081981386,3.202483375867208,2.2026059244360243,0.7512925639748573,2.763499725290707,0.8769552069050925,1.3471032958477736,3.366785134410574,0.7365200029952186,0.4371610241276877,0.1685797699860164,1.3615824693725225,0.5260032591010844,0.7208805441856384,1.770890474319458,1.3348534554243088,3.099397474101612,2.4922248827559605,2.4736295076353207,4.562715284171559,1.6100651264190673,0.7849465303477786,1.9340020030736924,1.3295106476261502,1.1165553235581942,2.5135610972132,2.510435036250523,1.407214573451451,1.3258633684544336,2.481684618052982,0.706594698485874,1.837616214262588,3.681940419333322,2.292475632258824
5,1979-02-11,1.1982212236949374,0.3125956276106456,0.5571646669081279,1.4755812117031644,1.69175386428833,1.5829084033057803,0.9349509818213326,0.7135124536497253,1.713909388439996,1.9572480523160527,1.0704467823462829,1.4745058644385562,0.4808848789760045,1.5077374300786428,0.1628547374691282,1.2223859429359436,0.4936745869261877,0.5537978887557984,1.1527839728764124,1.7163172853844506,2.857503754752023,1.722852574217887,1.2132001585726229,3.721665642091206,2.3506287983485628,0.6202319519860404,0.8796161455767496,1.1392570663066135,1.4625042538557735,2.443923965522221,2.1646225793021068,1.7921173913138253,1.2763518605913435,4.230840603510539,1.4542067874045597,1.757485410996846,2.02249526977539,2.7372240339006697
6,1979-02-18,0.0,0.2426792920108825,0.0,0.0,0.0,0.0390684959434327,0.3019347190856933,0.0339048504829406,0.0293856484549386,0.008154170853751,0.2096828392573765,0.1757937059515998,0.0,0.0,0.0,0.1850473408897718,0.0207724677664893,0.0,0.1671160927840641,0.0,0.0,0.0,0.022153478115797,0.0,0.0,0.0,0.7245944780962807,0.9109523409888856,0.1873048203332083,0.0061217090913227,0.0,0.0,0.0427607468196324,0.0277862343050184,0.0,0.0,0.0215379425457545,0.0
7,1979-02-25,1.5989527691687857,0.16561730513497,0.4676497158195291,0.4149441208158221,0.8861363828182222,1.4154590432132992,0.0540002307721546,0.2233279741236142,0.7776734958801951,0.2015116427625928,0.4275011015789849,1.195109310604277,0.1004421770572662,0.0530137398413249,0.0,0.6639086135796138,0.4036972873977252,0.209364150251661,0.729990269456591,0.0611576352800641,0.746218272617885,0.2031040759313674,0.3662315041625074,0.5496799264635359,0.1905716402190072,0.1860140306609017,0.8162239964519229,0.3339080697014218,0.3628909119537898,0.3413727624075753,0.9052542958940778,0.3776876585824149,0.3238061382657006,0.1998599909600757,0.3989780119487218,0.8832619552101407,1.710869380405971,0.9096150398254396
8,1979-03-04,0.0,0.9515042204468968,0.0,0.0,0.0,0.0766474562031882,0.0,0.0,0.0447456747293472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3949325198218936,0.0,0.0,0.0,0.0,0.0,0.0607301536060514,0.012486987880298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769212245941162,0.0
9,1979-03-11,0.0500780445124421,0.0048821333145338,0.0548609229070799,0.0,0.6054666155860537,0.5181827601932344,0.6010536019291196,0.2411540049527372,0.128764106120382,0.0,0.0058652359460081,0.1795319858051481,0.0066706086908067,0.0603973759072167,0.0,0.0,0.5496951248496771,0.1828973978757858,0.5091266632080078,0.0247870853969029,1.0675574711390905,0.0057255359632628,0.0998249411849039,0.3032509911627997,0.1642128444143704,0.0,0.0438890661512102,0.2505940794944763,0.1059001811913081,0.0918849774769374,0.972330127443586,0.3229030200413295,0.3141386764390128,0.0,0.2176237659794944,0.3383902822222028,0.9102046958037784,1.2807115146092003
